algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_epsilon,param_alpha,param_num_steps,param_use_torchattacks,param_c,param_steps,param_lr,param_overshoot
pgd,random_patch,be9e9eea-96d0-43a3-801e-b39bfd209ca7,0.5205,0.467,1.0,0.05347,0.005208738205241807,10.264827049496626,0.031372549019607954,142153,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,32c41ed0-6704-465c-94d3-3073b9b4415e,0.5146,0.461,1.0,0.0537,0.005491194268167816,9.781285239979166,0.031372549019607954,139117,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,0ca3f31a-ace5-4bd2-9900-b152cc212c8e,0.5156,0.4658,1.0,0.0498,0.004685905965643981,10.628614363646605,0.031372549019607954,143307,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,32c3e235-1885-4aad-b4ad-2ef8583fbb78,0.508,0.4592,1.0,0.04858,0.0049114282864263165,9.892027632808356,0.031372549019607954,139235,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,e7f182ac-e84e-4e0a-89f9-be61ea3c66c2,0.5107,0.4668,1.0,0.04395,0.0043878275956996445,10.015277833429685,0.031372549019607954,137376,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,f42223b1-1a5b-45c2-a1d2-25c6df776484,0.5234,0.4597,1.0,0.0637,0.006512685872364863,9.784089745562241,0.031372549019607954,139696,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3b75d0e1-a430-4d1e-a89e-672d25ca6953,0.5176,0.4607,1.0,0.0569,0.005661275494885671,10.048047585703303,0.031372549019607954,141548,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,963b58ae-2175-4aa5-90be-c37d44809c91,0.5103,0.467,1.0,0.0432,0.004162579346912164,10.381277323981795,0.031372549019607954,142056,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,4206173d-0db2-4f32-80fb-0bd99d5532e1,0.5244,0.4536,1.0,0.0708,0.007449910228302662,9.503575077525689,0.031372549019607954,138640,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b97b78b8-bcb0-4694-aa55-d3ca9c4396df,0.5244,0.4663,1.0,0.0581,0.005524762726127217,10.517278582836715,0.031372549019607954,141784,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,9a4b8ac5-0371-4bc0-a609-32ad46806f7c,0.5195,0.4639,1.0,0.05566,0.005430519837202009,10.250227255292533,0.031372549019607954,141666,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3ef164d4-0e03-4695-bc05-bad84b526960,0.499,0.4595,1.0,0.03955,0.003911096492729727,10.112453447366827,0.031372549019607954,141147,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,bc6dd946-0b3f-445f-8d78-3cc39a0b14ae,0.523,0.4695,1.0,0.05347,0.005191546552155725,10.298818721154126,0.031372549019607954,141768,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,78228039-bc86-44ce-8a13-57cf49ccf493,0.506,0.4553,1.0,0.05054,0.0051973515547679774,9.723627272560472,0.031372549019607954,138956,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,c60a0502-26cb-40a1-8343-43625a3c4e3f,0.5176,0.4612,1.0,0.0564,0.005660176321542214,9.963732773439824,0.031372549019607954,140001,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,be8c0087-ae1c-4b60-acb0-4b2e6157eadb,0.5083,0.4607,1.0,0.0476,0.004701707514508518,10.125560061121636,0.031372549019607954,141328,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,42da1a6f-7984-4d82-b10a-603b8e3724c5,0.515,0.459,1.0,0.05615,0.005589858434679751,10.045396381727588,0.031372549019607954,139876,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,32e8b837-8656-47e1-87ec-b365c7670984,0.5103,0.4626,1.0,0.0476,0.004673005451015445,10.187752256510816,0.031372549019607954,140899,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,fb10f71b-fd9d-43cc-a310-c5b48b7d22c8,0.5137,0.4575,1.0,0.05615,0.005878999144738398,9.55134408234527,0.031372549019607954,138981,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,9bc684ec-12a8-4c76-85a3-29a75d550968,0.5146,0.46,1.0,0.0547,0.005693846572022024,9.604666941989738,0.031372549019607954,138809,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,39919c47-0f93-417f-96fb-1aa8a6d6e7ab,0.5215,0.4622,1.0,0.05933,0.005805557667445773,10.218858413828434,0.031372549019607954,141561,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,9e6239f2-9352-4bad-a19a-22538ddd0e27,0.514,0.4578,1.0,0.0564,0.006019892448464475,9.368354135493966,0.031372549019607954,138046,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,9efa04ab-254a-4047-8f2f-91e5fe93062f,0.5225,0.4688,1.0,0.0537,0.005293471708249029,10.146637293511057,0.031372549019607954,141135,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,342bd0cf-b337-40e9-8512-eb170292e2f2,0.5195,0.466,1.0,0.05347,0.005190974568817252,10.299953527854115,0.031372549019607954,141451,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,67bc7433-4582-493a-af6b-82d0383d9c32,0.513,0.4639,1.0,0.04932,0.004839446614576693,10.19050526418902,0.031372549019607954,141778,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,49f0fa25-89cd-41a7-9c70-4d7d8d9be572,0.522,0.4597,1.0,0.06226,0.00599429724232429,10.385847881463633,0.031372549019607954,141566,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,c1273696-fdec-48a9-988c-74e57b6323fa,0.5024,0.4612,1.0,0.04126,0.003988209072204741,10.345436971364418,0.031372549019607954,141584,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,2fba3da2-e622-477e-a8fe-8fcc06550b25,0.514,0.4658,1.0,0.04834,0.004984012971599485,9.698980314781663,0.031372549019607954,139649,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,bf99f510-56e1-421b-ad0f-ad10f4cdd3a3,0.5205,0.4595,1.0,0.06104,0.006005518949781938,10.163177687110789,0.031372549019607954,141395,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3e3babaa-b242-4dac-a549-9c87dec28ead,0.511,0.4656,1.0,0.04565,0.004381732067789725,10.419235162001142,0.031372549019607954,142193,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b829950f-6e68-4f84-9d7c-65a0aa3d0cab,0.515,0.4592,1.0,0.0559,0.005745592296615644,9.730624830528955,0.031372549019607954,139374,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,01a7353d-25bb-4ff8-916b-f50dd541dccf,0.5146,0.4612,1.0,0.05347,0.0052489939530972075,10.186103718210912,0.031372549019607954,140396,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,453a9434-2ca7-4a28-b6f3-833b994e6e73,0.5186,0.467,1.0,0.0515,0.0050787294907821915,10.143023352141347,0.031372549019607954,142077,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,df6fce59-efa3-41a1-bdf7-1ff27cad394f,0.517,0.4607,1.0,0.0564,0.005796459447141938,9.729471038539367,0.031372549019607954,140133,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,fdfce1ff-203e-4b23-a360-3803558a7f7a,0.5205,0.4592,1.0,0.06128,0.0061023519990508306,10.041914465686009,0.031372549019607954,141044,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,13932109-fbd1-4b6b-b81c-91682740cc50,0.518,0.4622,1.0,0.0559,0.005712987969889341,9.786158024931574,0.031372549019607954,140372,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3817e718-4a42-4d67-a34a-ab1a4b9d52b3,0.503,0.4604,1.0,0.04248,0.004348799311312268,9.768321245822987,0.031372549019607954,140134,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,bf3ef845-34ab-4b80-81e7-ac7a3b23485a,0.509,0.4634,1.0,0.0454,0.004461810211416017,10.177518552715481,0.031372549019607954,140498,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b7b51f82-2aa9-4375-a84f-25c52eeb0b40,0.516,0.465,1.0,0.05103,0.005106031434473468,9.993160290679135,0.031372549019607954,141533,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,dd033b96-06ce-4587-b781-e0e2dd4026ac,0.523,0.462,1.0,0.06104,0.006475815516442478,9.425091871482437,0.031372549019607954,138412,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,8917b2df-a22a-4da0-935c-397926ad5a1a,0.513,0.4592,1.0,0.05396,0.005456434738702871,9.888339301069346,0.031372549019607954,139950,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,a81ed846-615a-4432-8e34-67b1169ebea5,0.5283,0.47,1.0,0.05835,0.005620871347503178,10.380883267273232,0.031372549019607954,142775,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3f25e62e-b79f-4cdd-8607-adc010808d4c,0.5103,0.4678,1.0,0.04248,0.004200103760934795,10.1141474415728,0.031372549019607954,141409,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b435cc3a-cc81-4361-ac91-235b4150265e,0.514,0.4653,1.0,0.04883,0.005046490457996714,9.675659818629322,0.031372549019607954,140607,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,38b147a7-352b-4adb-88b5-2449d362acae,0.52,0.464,1.0,0.0559,0.005490997316840508,10.181793915401022,0.031372549019607954,140812,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b6271674-f13d-4087-ae03-d6ae35381dfc,0.5176,0.4631,1.0,0.05444,0.005546053796016964,9.816594162616905,0.031372549019607954,139722,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,059f1e59-573c-49d1-ac78-3323a2ff047f,0.506,0.465,1.0,0.04077,0.004103105500778282,9.936737996679675,0.031372549019607954,135923,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,d20338e0-8ae9-4a30-9a0e-8225aae32073,0.516,0.4653,1.0,0.05078,0.004912981939448167,10.336136093464654,0.031372549019607954,142306,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,d759f178-2451-47bc-80c0-2efe67588693,0.5176,0.4614,1.0,0.05615,0.0057848212021732945,9.706841703431726,0.031372549019607954,139985,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,baf8fe18-a7ca-4e9c-b3dc-5c80d474545b,0.5195,0.4653,1.0,0.0542,0.005213474065696849,10.395988934610884,0.031372549019607954,141292,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,9708b405-8887-4824-b354-f7c245eedfc3,0.522,0.465,1.0,0.0569,0.00545555703769587,10.42693993984333,0.031372549019607954,142604,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,f7856767-112d-4ff6-8b20-1188c0c47a1a,0.5205,0.4639,1.0,0.05664,0.005579934875900591,10.15076810104508,0.031372549019607954,141886,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b23184fc-0e6e-4802-a451-da82e2ac6e9a,0.5195,0.466,1.0,0.05347,0.0052736897069096435,10.138404000563465,0.031372549019607954,141943,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,1923df31-e23a-4ee4-86f8-35d124af2f61,0.521,0.4624,1.0,0.0586,0.005870760095248449,9.980607108901582,0.031372549019607954,139951,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b6d61fae-fa1f-4328-b065-033ee168cd98,0.5073,0.4636,1.0,0.0437,0.004299164322888508,10.165038726095158,0.031372549019607954,136770,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b5017804-ddc0-44fa-8d64-15628c25e031,0.512,0.4646,1.0,0.0476,0.0047785980049114725,9.962633763769794,0.031372549019607954,135786,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,37f025d9-05c0-4e27-9a75-2e6a2085fa30,0.4976,0.4612,1.0,0.03638,0.003690253546865431,9.857575536780315,0.031372549019607954,137446,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,2456fcb4-82bd-4fa9-8ef2-8e1250c3ff50,0.517,0.4622,1.0,0.05493,0.005402494992072642,10.167828133404855,0.031372549019607954,141738,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b090dd7d-b4d9-4ebe-b36d-95f83510e955,0.5166,0.458,1.0,0.0586,0.006027156080778994,9.72162478529266,0.031372549019607954,139714,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,67b8ef8a-5285-4eec-88c8-8f4fe53f0f6e,0.52,0.4626,1.0,0.05737,0.005732118369992193,10.009047809973428,0.031372549019607954,140214,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,0808c4af-9ed6-46e3-a936-2cafb0004e6a,0.5234,0.4668,1.0,0.05664,0.005583751436300973,10.143829930525127,0.031372549019607954,141160,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,01f3abc2-33c7-4ea2-a599-dc49b76fcfae,0.525,0.4585,1.0,0.0664,0.00674032194787216,9.852088734954336,0.031372549019607954,139930,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,eb3d5fed-558d-4aba-b13e-f7917c49c79b,0.5234,0.465,1.0,0.05835,0.005797561684757513,10.064508579603821,0.031372549019607954,141342,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,2278d9f3-e7bf-4e36-a194-aaf5bdb20762,0.5127,0.4573,1.0,0.05542,0.005836798980635038,9.49491699140243,0.031372549019607954,139474,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,1d1c3fb7-71d6-4104-8a93-320e4959bbdb,0.523,0.4648,1.0,0.0581,0.005630188930268714,10.320340829295205,0.031372549019607954,141974,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,755c7169-e84a-4327-a4d6-b0ff906a88f8,0.5234,0.4683,1.0,0.05518,0.0054428756982187795,10.137248075245942,0.031372549019607954,140971,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,5b684669-0ee0-44ff-851b-e2f6146c7e30,0.511,0.4636,1.0,0.0476,0.0047062799016966755,10.115722571191334,0.031372549019607954,140984,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,6f0d2ff9-c0dc-48c3-a944-1f18dc185e1f,0.5137,0.458,1.0,0.05566,0.00553540792554156,10.05600006239829,0.031372549019607954,140003,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,f655a822-225d-4fe0-a69f-0886f91c5f2b,0.524,0.4663,1.0,0.05762,0.005589032300474361,10.308973780527175,0.031372549019607954,142204,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,ec4cf99b-0d23-4aa5-abac-3f8ae0257eb9,0.5195,0.4612,1.0,0.05835,0.005667489885849414,10.295494212351816,0.031372549019607954,140901,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,fd45f813-2237-4639-b340-2e1b97737da6,0.523,0.465,1.0,0.05786,0.005535920158133034,10.451980233969683,0.031372549019607954,142739,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3f350a20-291b-4a3c-8e7b-72b885f19ec9,0.5254,0.4656,1.0,0.0598,0.005808207831099259,10.298263217553883,0.031372549019607954,139713,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,17477206-a644-49de-83a8-b32d5ba9ba5b,0.5176,0.468,1.0,0.04956,0.004987453480781357,9.937044428805596,0.031372549019607954,140983,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,a7cc220e-bef4-4d27-a921-7773ebef1282,0.5156,0.4656,1.0,0.05005,0.005036838844636311,9.936555371019702,0.031372549019607954,138713,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,a4a95682-8ee5-42a1-a957-a4e8a924da2f,0.519,0.4595,1.0,0.05957,0.00604399132928128,9.8561214260782,0.031372549019607954,139446,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,e6dc5d04-2f76-425f-99d7-cae3aa095122,0.516,0.468,1.0,0.0481,0.004671377506364398,10.295828802694594,0.031372549019607954,141152,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,abc07cd4-2d0f-4ad8-a516-b45d035dadb1,0.5146,0.4604,1.0,0.0542,0.005449715469201173,9.945329990493512,0.031372549019607954,140084,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b489923b-d8be-4e8d-8620-bea0343a2f67,0.5137,0.47,1.0,0.0437,0.004139702339132112,10.556597613432496,0.031372549019607954,143444,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,c7024796-39ed-4eda-906d-65a1fb5d5c52,0.518,0.4636,1.0,0.05444,0.005257219140278248,10.355923515782203,0.031372549019607954,142874,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,fc0912c2-0cfc-420e-8c77-0fae34451d7e,0.516,0.464,1.0,0.052,0.005480291443579428,9.48890284496115,0.031372549019607954,138548,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,b3db4730-7c2d-4b91-b09b-2346fef7dc58,0.516,0.4602,1.0,0.0559,0.00569448621932189,9.817953879377864,0.031372549019607954,139625,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,43605721-d0e0-4d58-b212-b05a295b21be,0.5176,0.4683,1.0,0.04932,0.004790144703171488,10.29538965063975,0.031372549019607954,141354,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,bd7e6f9f-2933-496e-b180-4799292c6afc,0.4968,0.4585,1.0,0.03833,0.003856307970062331,9.93957909586183,0.031372549019607954,139959,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,0927e819-9640-487d-a04e-f5d4732dbe0a,0.517,0.4548,1.0,0.06226,0.006554925269297327,9.497569652098326,0.031372549019607954,138431,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,0a6a5956-58cf-4f17-9e39-7e0d17310f67,0.5156,0.4658,1.0,0.0498,0.004984230662291849,9.992452361194797,0.031372549019607954,139899,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,7e2b8ceb-9db2-4159-9e63-96d734dd1218,0.521,0.467,1.0,0.05396,0.005228106556541234,10.320194795037626,0.031372549019607954,141746,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,6d2371e4-f8cd-4f6f-bf9e-1e8773b3960a,0.5215,0.458,1.0,0.0635,0.006352129952966193,9.992957150827442,0.031372549019607954,140164,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,70764772-7dbc-4ab1-a5ed-08108fa547d8,0.52,0.4648,1.0,0.05518,0.005595590198067677,9.860582930661707,0.031372549019607954,141046,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,6821b958-8b00-40f0-8ec2-8912d21acfaa,0.5146,0.4634,1.0,0.05127,0.0050262957249527585,10.20026158532861,0.031372549019607954,141251,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,1f45c8c0-4475-45e9-85e5-0cf139d0572b,0.517,0.4614,1.0,0.05566,0.005559464773749444,10.012485861451747,0.031372549019607954,140662,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,c3c1ef6e-055c-4f54-a7f5-d0f6eed1d2da,0.521,0.462,1.0,0.05908,0.0059428988795775985,9.941618120678903,0.031372549019607954,141014,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,3185ee2b-a09e-40fd-8f57-4d2802c0248d,0.518,0.4602,1.0,0.05786,0.005740357153521,10.079743563012563,0.031372549019607954,140545,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,c8f8c1af-28f3-420d-85d6-9501a8002097,0.514,0.4592,1.0,0.05493,0.005541650098271699,9.912506130027099,0.031372549019607954,140243,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,6735932c-c8ca-45d5-be56-1ff682a3182e,0.5195,0.459,1.0,0.06055,0.006041023894107369,10.022618019877283,0.031372549019607954,140162,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,d4a31817-cd95-46ad-b41d-9350faa087c8,0.517,0.465,1.0,0.052,0.005561230812882435,9.350799277909239,0.031372549019607954,138520,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,random_patch,8502b7bb-f681-47a1-aa45-06f6b692841a,0.5176,0.4607,1.0,0.0569,0.005676199041685594,10.021629817855295,0.031372549019607954,139580,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,0c5dc7d1-7022-4e46-bc02-ff9999912edd,0.518,0.4602,1.0,0.05786,0.005821978147755655,9.938430993439143,0.031372549019607954,140777,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,0.5225,0.4634,1.0,0.05908,0.0058725727312057725,10.060672535790525,0.031372549019607954,141168,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,f92ddac9-aba6-4607-ba72-6ab7e8776fef,0.52,0.4597,1.0,0.0603,0.006278183277800097,9.60512486557234,0.031372549019607954,139044,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,0.521,0.4575,1.0,0.0635,0.006756006641012907,9.395574309696517,0.031372549019607954,138390,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,051e6e97-fda7-4b5c-8d5f-084bf3607d22,0.5,0.4666,1.0,0.03345,0.003335360180151831,10.028082061627247,0.031372549019607954,135914,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,5acc56a4-1b6e-4394-9364-9772047d583f,0.5107,0.4558,1.0,0.05493,0.0056525158269243245,9.718086998858439,0.031372549019607954,139231,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,ad4d16e5-a851-4327-b9fe-5977da445669,0.512,0.4646,1.0,0.0476,0.004659743053878889,10.216748279451359,0.031372549019607954,141841,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,c1f94928-371a-42d0-91ae-f959928694fe,0.5127,0.4585,1.0,0.0542,0.005657466632160918,9.580121672361233,0.031372549019607954,138803,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,0.515,0.4624,1.0,0.05273,0.005229384981019489,10.08424033401828,0.031372549019607954,140840,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,b9201f87-a5ef-49f1-b45f-4c54272bc5d6,0.519,0.4663,1.0,0.05273,0.004983158599654632,10.582519880828853,0.031372549019607954,142742,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,33a39200-fa81-4530-ae1e-274ca204f3ea,0.5103,0.4607,1.0,0.04956,0.0049589443335555095,9.994172850469603,0.031372549019607954,140716,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,0.5156,0.4639,1.0,0.05176,0.00524736080434192,9.86358940759314,0.031372549019607954,140165,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,72848196-fd24-4106-9c33-9c29b7a66a04,0.5195,0.4683,1.0,0.05127,0.005046117714641097,10.160193261204043,0.031372549019607954,139890,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,abcb43a2-7b1d-428a-b909-e54c92acbd5b,0.516,0.4617,1.0,0.05444,0.005470254115338389,9.95261978189282,0.031372549019607954,140532,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,9954f203-ec80-45ce-85a6-fb155368370f,0.5083,0.46,1.0,0.04834,0.004793159304461041,10.085173605032912,0.031372549019607954,141531,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,077ff78d-27ef-49d4-9e8e-00e458844a3e,0.5166,0.4563,1.0,0.0603,0.006146692706671218,9.810598510656703,0.031372549019607954,140041,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,bf7b0977-4f77-45a7-8c03-77602f82b905,0.517,0.466,1.0,0.05103,0.005009664348781197,10.185391080605497,0.031372549019607954,139088,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,c34a3ea0-04d7-4df6-afab-0d7c7280b749,0.5103,0.4583,1.0,0.052,0.005254612726571726,9.896438763124904,0.031372549019607954,139801,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,0.5186,0.4653,1.0,0.05322,0.0051726926379915,10.28915884299262,0.031372549019607954,142781,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,175c8be2-76a4-469b-9595-ed33ecedb3cb,0.5225,0.4626,1.0,0.0598,0.005907532293654598,10.125116561812554,0.031372549019607954,141943,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,bcaf0768-3841-4280-8de4-57e822f38c7a,0.5205,0.4685,1.0,0.052,0.0049262184614789544,10.556160568673954,0.031372549019607954,142885,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,6e73017c-4e3a-499b-a597-4a797bb179de,0.5244,0.4714,1.0,0.05298,0.005080854642834511,10.427087428865265,0.031372549019607954,141339,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,dc995045-8ec6-4cef-ba20-350c66732a9b,0.521,0.4617,1.0,0.05933,0.005872235659484321,10.102825441015671,0.031372549019607954,141676,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,83f0d9e7-520b-41ee-a7c0-f93713784281,0.5176,0.4585,1.0,0.05908,0.006016790296821518,9.819526404475702,0.031372549019607954,139300,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,bfbea630-4c43-485f-b1b2-0e5715109ae3,0.4983,0.4604,1.0,0.03784,0.0038399751711756082,9.854698311764079,0.031372549019607954,138443,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,4a567c8b-ab4e-4c3a-a053-9a23b087545a,0.524,0.4612,1.0,0.06274,0.006378352356313406,9.837045220480993,0.031372549019607954,140223,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,b900d3e4-787b-44b3-9754-88f93db99c27,0.523,0.462,1.0,0.06104,0.0060658116130031196,10.062158221086595,0.031372549019607954,138887,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,0983ae59-b906-4fd5-a810-edfe0580fe3b,0.5156,0.4688,1.0,0.04688,0.004513059819485889,10.386523075204712,0.031372549019607954,142573,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,full,e15ecf55-b05a-4f6f-bb25-d51d4a438963,0.505,0.465,1.0,0.0398,0.003930613409167512,10.124354062111204,0.031372549019607954,139005,0.03137254901960784,0.00784313725490196,40.0,False,,,,
